날짜,미세먼지PM-10(㎍/㎥),초미세먼지PM-25(㎍/㎥),오존O3(ppm),이산화질소NO2(ppm),일산화탄소CO(ppm),아황산가스SO2(ppm)
2017-05-02,99,65,0.032,0.043,0.7,0.007
2017-05-03,54,33,0.042,0.041,0.6,0.006
2017-05-04,52,34,0.025,0.038,0.5,0.007
2017-05-05,45,27,0.028,0.02,0.4,0.005
2017-05-06,147,19,0.031,0.017,0.3,0.005
2017-05-07,70,18,0.032,0.02,0.4,0.006
2017-05-08,142,39,0.038,0.032,0.5,0.008
2017-05-09,103,35,0.016,0.039,0.5,0.008
2017-05-10,38,23,0.022,0.025,0.4,0.005
2017-05-11,62,40,0.023,0.036,0.5,0.006
2017-05-12,69,55,0.025,0.036,0.6,0.007
2017-05-13,46,35,0.026,0.028,0.5,0.006
2017-05-14,45,20,0.031,0.02,0.3,0.005
2017-05-15,34,16,0.023,0.027,0.4,0.005
2017-05-16,30,20,0.026,0.029,0.4,0.006
2017-05-17,37,25,0.024,0.039,0.5,0.006
2017-05-18,41,29,0.036,0.037,0.5,0.005
2017-05-19,40,29,0.037,0.031,0.4,0.006
2017-05-20,35,26,0.031,0.032,0.4,0.006
2017-05-21,27,23,0.032,0.021,0.4,0.005
2017-05-22,33,27,0.025,0.026,0.4,0.005
2017-05-23,32,26,0.011,0.03,0.4,0.006
2017-05-24,23,19,0.016,0.027,0.4,0.005
2017-05-25,33,19,0.029,0.023,0.4,0.005
2017-05-26,20,10,0.028,0.019,0.3,0.004
