날짜,미세먼지PM-10(㎍/㎥),초미세먼지PM-25(㎍/㎥),오존O3(ppm),이산화질소NO2(ppm),일산화탄소CO(ppm),아황산가스SO2(ppm)
2016-05-28,69,41,0.035,0.043,0.6,0.006
2016-05-29,74,45,0.039,0.042,0.6,0.007
2016-05-30,88,57,0.041,0.043,0.7,0.006
2016-05-31,69,43,0.038,0.04,0.6,0.005
2016-06-01,36,21,0.04,0.026,0.4,0.004
2016-06-02,31,17,0.035,0.043,0.4,0.005
2016-06-03,41,26,0.038,0.048,0.5,0.006
2016-06-04,44,25,0.033,0.044,0.5,0.004
2016-06-05,43,26,0.046,0.034,0.5,0.004
2016-06-06,21,13,0.047,0.018,0.3,0.004
2016-06-07,44,27,0.027,0.041,0.5,0.005
2016-06-08,35,22,0.023,0.039,0.4,0.005
2016-06-09,51,31,0.022,0.049,0.5,0.005
2016-06-10,53,34,0.027,0.053,0.6,0.006
2016-06-11,45,27,0.019,0.031,0.5,0.005
2016-06-12,29,19,0.02,0.022,0.4,0.004
2016-06-13,63,35,0.025,0.04,0.6,0.005
2016-06-14,50,31,0.029,0.044,0.6,0.005
2016-06-15,38,21,0.027,0.026,0.4,0.005
2016-06-16,30,19,0.039,0.024,0.5,0.004
2016-06-17,52,34,0.054,0.026,0.6,0.005
2016-06-18,63,43,0.046,0.03,0.7,0.005
2016-06-19,40,25,0.029,0.028,0.6,0.004
2016-06-20,49,34,0.044,0.027,0.6,0.005
2016-06-21,56,40,0.042,0.037,0.7,0.005
2016-06-22,65,45,0.034,0.031,0.7,0.005
2016-06-23,45,30,0.033,0.027,0.6,0.005
2016-06-24,64,38,0.025,0.027,0.6,0.005
2016-06-25,35,21,0.039,0.025,0.5,0.005
2016-06-26,31,21,0.039,0.022,0.5,0.005
2016-06-27,32,21,0.032,0.034,0.6,0.006
2016-06-28,59,48,0.039,0.035,0.6,0.005
2016-06-29,34,26,0.039,0.033,0.5,0.005
2016-06-30,30,22,0.026,0.023,0.5,0.004
2016-07-01,23,16,0.017,0.023,0.4,0.004
2016-07-02,17,11,0.027,0.022,0.4,0.004
2016-07-03,39,29,0.046,0.018,0.5,0.004
2016-07-04,23,16,0.024,0.019,0.4,0.004
2016-07-05,19,11,0.01,0.018,0.4,0.004
2016-07-06,20,12,0.023,0.028,0.5,0.005
2016-07-07,41,28,0.019,0.038,0.6,0.006
2016-07-08,60,43,0.034,0.031,0.5,0.004
2016-07-09,39,25,0.024,0.025,0.4,0.004
2016-07-10,35,23,0.029,0.029,0.4,0.005
2016-07-11,50,36,0.041,0.032,0.4,0.005
2016-07-12,42,31,0.023,0.029,0.3,0.005
2016-07-13,30,19,0.01,0.023,0.2,0.005
2016-07-14,31,20,0.029,0.022,0.2,0.004
2016-07-15,18,11,0.028,0.015,0.2,0.004
2016-07-16,13,6,0.018,0.014,0.2,0.004
2016-07-17,17,11,0.019,0.016,0.3,0.004
2016-07-18,30,18,0.014,0.025,0.3,0.005
2016-07-19,38,23,0.037,0.025,0.3,0.004
2016-07-20,35,22,0.041,0.021,0.3,0.004
2016-07-21,32,20,0.039,0.022,0.3,0.004
2016-07-22,35,23,0.037,0.024,0.3,0.004
2016-07-23,45,30,0.025,0.024,0.3,0.004
2016-07-24,43,27,0.015,0.018,0.2,0.004
2016-07-25,47,33,0.018,0.023,0.2,0.005
2016-07-26,37,26,0.013,0.018,0.2,0.004
2016-07-27,39,26,0.016,0.018,0.2,0.004
2016-07-28,55,40,0.036,0.022,0.4,0.004
2016-07-29,50,37,0.017,0.028,0.5,0.004
2016-07-30,50,36,0.026,0.023,0.3,0.004
2016-07-31,42,32,0.014,0.015,0.3,0.004
2016-08-01,36,25,0.011,0.022,0.3,0.004
2016-08-02,32,20,0.009,0.023,0.3,0.004
2016-08-03,31,20,0.02,0.026,0.3,0.004
2016-08-04,33,21,0.034,0.018,0.3,0.004
2016-08-05,38,26,0.041,0.027,0.4,0.004
2016-08-06,55,42,0.052,0.029,0.5,0.004
2016-08-07,35,26,0.037,0.022,0.4,0.004
2016-08-08,38,27,0.029,0.022,0.4,0.004
2016-08-09,36,26,0.037,0.021,0.4,0.004
2016-08-10,79,50,0.035,0.03,0.5,0.005
2016-08-11,30,22,0.025,0.022,0.4,0.004
2016-08-12,41,30,0.024,0.022,0.4,0.004
2016-08-13,38,28,0.019,0.016,0.3,0.004
2016-08-14,37,30,0.018,0.014,0.3,0.004
2016-08-15,37,26,0.03,0.019,0.4,0.004
2016-08-16,42,29,0.037,0.024,0.5,0.005
2016-08-17,38,26,0.037,0.024,0.4,0.004
2016-08-18,50,37,0.048,0.031,0.5,0.004
2016-08-19,56,41,0.04,0.035,0.5,0.005
2016-08-20,29,22,0.04,0.018,0.4,0.004
2016-08-21,28,18,0.047,0.018,0.3,0.004
2016-08-22,28,20,0.043,0.021,0.3,0.004
2016-08-23,33,23,0.033,0.024,0.4,0.004
2016-08-24,32,22,0.028,0.03,0.4,0.005
2016-08-25,30,20,0.023,0.027,0.4,0.004
2016-08-26,13,8,0.033,0.01,0.2,0.004
2016-08-27,13,7,0.034,0.01,0.2,0.004
2016-08-28,12,7,0.025,0.008,0.2,0.004
2016-08-29,15,8,0.018,0.014,0.2,0.004
2016-08-30,24,10,0.02,0.017,0.3,0.004
2016-08-31,20,10,0.017,0.016,0.2,0.004
2016-09-01,53,32,0.045,0.023,0.5,0.004
2016-09-02,30,23,0.044,0.017,0.4,0.004
2016-09-03,20,15,0.031,0.02,0.4,0.004
2016-09-04,22,14,0.024,0.017,0.4,0.004
2016-09-05,28,18,0.022,0.024,0.4,0.004
2016-09-06,51,35,0.025,0.031,0.5,0.005
2016-09-07,69,47,0.027,0.031,0.6,0.005
2016-09-08,43,28,0.009,0.024,0.6,0.004
2016-09-09,36,28,0.023,0.036,0.5,0.002
2016-09-10,37,29,0.03,0.026,0.5,0.002
2016-09-11,34,29,0.035,0.021,0.4,0.003
2016-09-12,24,19,0.018,0.023,0.4,0.003
2016-09-13,16,12,0.022,0.023,0.3,0.003
2016-09-14,30,24,0.029,0.025,0.4,0.003
2016-09-15,35,28,0.023,0.024,0.4,0.003
2016-09-16,42,35,0.031,0.025,0.5,0.005
2016-09-17,26,23,0.038,0.01,0.3,0.003
2016-09-18,20,14,0.037,0.007,0.3,0.002
2016-09-19,11,8,0.03,0.009,0.2,0.002
2016-09-20,26,20,0.029,0.015,0.1,0.003
2016-09-21,30,22,0.029,0.017,0.1,0.002
2016-09-22,35,26,0.026,0.025,0.2,0.003
2016-09-23,47,34,0.028,0.034,0.2,0.004
2016-09-24,57,42,0.037,0.038,0.3,0.004
2016-09-25,52,40,0.025,0.037,0.3,0.004
2016-09-26,43,32,0.017,0.037,0.4,0.004
2016-09-27,33,26,0.006,0.036,0.5,0.004
2016-09-28,34,24,0.007,0.028,0.5,0.003
2016-09-29,14,8,0.016,0.014,0.3,0.003
2016-09-30,28,11,0.01,0.029,0.3,0.004
2016-10-01,43,27,0.011,0.034,0.4,0.004
2016-10-02,27,18,0.012,0.025,0.4,0.003
2016-10-03,19,12,0.017,0.019,0.3,0.003
2016-10-04,27,16,0.023,0.018,0.3,0.003
2016-10-05,26,15,0.023,0.02,0.3,0.003
2016-10-06,39,21,0.019,0.025,0.4,0.003
2016-10-07,23,14,0.018,0.021,0.3,0.003
2016-10-08,17,13,0.024,0.018,0.3,0.003
2016-10-09,17,11,0.022,0.018,0.3,0.002
2016-10-10,21,14,0.017,0.027,0.4,0.003
2016-10-11,37,24,0.011,0.042,0.5,0.004
2016-10-12,44,31,0.019,0.028,0.5,0.003
2016-10-13,33,21,0.014,0.035,0.5,0.004
2016-10-14,60,42,0.009,0.048,0.8,0.005
2016-10-15,66,51,0.015,0.042,0.7,0.004
2016-10-16,44,36,0.012,0.031,0.6,0.004
2016-10-17,44,34,0.011,0.033,0.6,0.004
2016-10-18,45,31,0.013,0.033,0.6,0.003
2016-10-19,54,40,0.016,0.046,0.7,0.005
2016-10-20,56,40,0.024,0.033,0.7,0.004
2016-10-21,20,15,0.026,0.016,0.4,0.003
2016-10-22,25,18,0.019,0.024,0.4,0.003
2016-10-23,10,8,0.026,0.01,0.3,0.002
2016-10-24,15,10,0.02,0.02,0.3,0.003
2016-10-25,14,11,0.012,0.024,0.4,0.003
2016-10-26,34,24,0.004,0.031,0.8,0.003
2016-10-27,37,25,0.009,0.027,0.6,0.003
2016-10-28,33,21,0.013,0.028,0.4,0.003
2016-10-29,31,19,0.016,0.025,0.3,0.003
2016-10-30,21,14,0.013,0.027,0.2,0.003
2016-10-31,27,20,0.006,0.034,0.5,0.004
2016-11-01,22,15,0.016,0.025,0.2,0.003
2016-11-02,29,20,0.008,0.036,0.4,0.004
2016-11-03,36,27,0.008,0.041,0.6,0.004
2016-11-04,51,38,0.02,0.038,0.5,0.005
2016-11-05,64,46,0.034,0.032,0.5,0.005
2016-11-06,31,24,0.021,0.02,0.4,0.003
2016-11-07,31,26,0.016,0.027,0.4,0.003
2016-11-08,57,49,0.019,0.022,0.5,0.003
2016-11-09,36,30,0.011,0.031,0.4,0.003
2016-11-10,35,28,0.003,0.041,0.5,0.004
2016-11-11,44,25,0.012,0.033,0.6,0.004
2016-11-12,64,34,0.013,0.039,0.7,0.005
2016-11-13,52,33,0.011,0.037,0.6,0.004
2016-11-14,46,31,0.006,0.04,0.7,0.004
2016-11-15,50,24,0.015,0.026,0.4,0.004
2016-11-16,45,29,0.004,0.04,0.6,0.004
2016-11-17,60,40,0.004,0.047,0.9,0.005
2016-11-18,81,59,0.004,0.05,1,0.006
2016-11-19,48,36,0.009,0.038,0.7,0.005
2016-11-20,38,28,0.015,0.024,0.6,0.004
2016-11-21,52,31,0.007,0.039,0.7,0.004
2016-11-22,38,22,0.015,0.021,0.4,0.004
2016-11-23,34,18,0.011,0.025,0.4,0.004
2016-11-24,24,15,0.015,0.024,0.4,0.004
2016-11-25,30,21,0.008,0.038,0.6,0.004
2016-11-26,49,39,0.002,0.042,0.7,0.004
2016-11-27,67,53,0.003,0.035,0.8,0.004
2016-11-28,70,43,0.012,0.028,0.7,0.004
2016-11-29,34,23,0.006,0.037,0.7,0.004
2016-11-30,39,28,0.003,0.043,0.7,0.006
2016-12-01,46,29,0.016,0.025,0.5,0.005
2016-12-02,29,17,0.01,0.031,0.5,0.005
2016-12-03,45,31,0.005,0.043,0.8,0.005
2016-12-04,74,57,0.003,0.052,1.1,0.006
2016-12-05,79,62,0.011,0.034,0.8,0.006
2016-12-06,23,14,0.013,0.026,0.4,0.004
2016-12-07,46,29,0.004,0.044,0.7,0.006
2016-12-08,52,36,0.004,0.041,0.8,0.005
2016-12-09,33,24,0.011,0.03,0.6,0.004
2016-12-10,30,22,0.01,0.03,0.5,0.004
2016-12-11,28,22,0.01,0.033,0.7,0.004
2016-12-12,41,29,0.003,0.041,0.8,0.005
2016-12-13,61,43,0.005,0.043,1.1,0.006
2016-12-14,45,31,0.005,0.03,0.7,0.005
2016-12-15,30,17,0.014,0.022,0.4,0.004
2016-12-16,27,16,0.011,0.028,0.5,0.004
2016-12-17,57,39,0.004,0.043,0.9,0.006
2016-12-18,50,39,0.003,0.043,1,0.004
2016-12-19,37,27,0.004,0.037,0.7,0.004
2016-12-20,50,39,0.004,0.039,1.1,0.005
2016-12-21,33,27,0.005,0.032,0.7,0.005
2016-12-22,29,23,0.01,0.025,0.6,0.004
2016-12-23,46,39,0.014,0.019,0.6,0.004
2016-12-24,59,57,0.008,0.027,0.7,0.004
2016-12-25,50,45,0.005,0.031,0.9,0.004
2016-12-26,39,33,0.003,0.036,0.9,0.004
2016-12-27,36,27,0.016,0.02,0.5,0.004
2016-12-28,39,28,0.006,0.035,0.6,0.004
2016-12-29,31,17,0.012,0.026,0.5,0.004
2016-12-30,36,26,0.004,0.036,0.8,0.004
2016-12-31,57,49,0.003,0.042,1.1,0.006
2017-01-01,77,73,0.003,0.039,1.1,0.005
2017-01-02,105,97,0.013,0.036,1,0.006
2017-01-03,65,54,0.013,0.036,0.8,0.005
2017-01-04,49,39,0.007,0.044,0.9,0.006
2017-01-05,29,23,0.013,0.03,0.6,0.004
2017-01-06,18,15,0.014,0.029,0.5,0.004
2017-01-07,52,45,0.004,0.042,0.8,0.005
2017-01-08,29,26,0.012,0.033,0.5,0.004
2017-01-09,53,45,0.023,0.023,0.6,0.005
2017-01-10,27,16,0.02,0.021,0.3,0.004
2017-01-11,22,13,0.013,0.029,0.4,0.004
2017-01-12,27,17,0.016,0.026,0.4,0.004
2017-01-13,25,13,0.019,0.021,0.3,0.004
2017-01-14,35,12,0.021,0.014,0.3,0.003
2017-01-15,23,13,0.014,0.021,0.3,0.003
2017-01-16,36,23,0.007,0.034,0.6,0.004
2017-01-17,59,43,0.003,0.049,1.1,0.006
