평균풍속,최대풍속,순간최고풍속,기온평균,강수일강수,습도평균,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
1.2,3.3,3.9,8.6,0,73.1,56,30,0.009,0.038,0.8,0.005
1.2,3.3,3.9,8.6,0,73.1,61,36,0.003,0.053,0.9,0.005
1.2,3.3,3.9,8.6,0,73.1,55,34,0.003,0.044,1.1,0.005
1.2,3.3,3.9,8.6,0,73.1,50,39,0.004,0.039,1.1,0.005
1.2,3.3,3.9,8.6,0,73.1,54,38,0.004,0.056,1.1,0.005
1.2,3.3,3.9,8.6,0,73.1,57,37,0.005,0.033,1.2,0.005
1.2,3.3,3.9,8.6,0,73.1,43,27,0.009,0.034,0.8,0.005
1.2,3.3,3.9,8.6,0,73.1,58,36,0.004,0.05,1.1,0.006
1.2,3.3,3.9,8.6,0,73.1,48,35,0.007,0.045,0.8,0.005
1.2,3.3,3.9,8.6,0,73.1,54,42,0.004,0.062,1.3,0.004
2.1,4.7,6.8,8.2,31,78.5,45,29,0.006,0.044,0.8,0.004
2.1,4.7,6.8,8.2,31,78.5,33,20,0.008,0.026,0.6,0.005
2.1,4.7,6.8,8.2,31,78.5,45,25,0.003,0.042,1,0.006
2.1,4.7,6.8,8.2,31,78.5,32,17,0.021,0.02,0.5,0.005
2.1,4.7,6.8,8.2,31,78.5,40,28,0.004,0.045,0.7,0.004
2.1,4.7,6.8,8.2,31,78.5,49,29,0.004,0.041,0.9,0.006
2.1,4.7,6.8,8.2,31,78.5,34,23,0.01,0.033,0.6,0.004
2.1,4.7,6.8,8.2,31,78.5,43,26,0.005,0.037,0.6,0.004
2.1,4.7,6.8,8.2,31,78.5,38,25,0.006,0.028,0.9,0.004
2.1,4.7,6.8,8.2,31,78.5,35,27,0.006,0.04,0.7,0.004
2.1,4.7,6.8,8.2,31,78.5,33,27,0.005,0.032,0.7,0.005
2.9,6.5,9.4,7.2,22.5,92.3,32,18,0.009,0.024,0.6,0.004
2.9,6.5,9.4,7.2,22.5,92.3,30,23,0.012,0.027,0.7,0.003
2.9,6.5,9.4,7.2,22.5,92.3,26,20,0.01,0.03,0.5,0.003
2.9,6.5,9.4,7.2,22.5,92.3,29,23,0.01,0.025,0.6,0.004
2.9,6.5,9.4,7.2,22.5,92.3,32,20,0.01,0.03,0.6,0.003
2.9,6.5,9.4,7.2,22.5,92.3,27,21,0.012,0.031,0.6,0.003
2.9,6.5,9.4,7.2,22.5,92.3,58,42,0.006,0.023,0.7,0.005
2.9,6.5,9.4,7.2,22.5,92.3,29,19,0.018,0.021,0.6,0.004
2.9,6.5,9.4,7.2,22.5,92.3,29,23,0.009,0.027,0.5,0.004
2.9,6.5,9.4,7.2,22.5,92.3,33,24,0.008,0.025,0.7,0.004
2.9,6.5,9.4,7.2,22.5,92.3,31,24,0.012,0.018,0.8,0.004
3,6.6,9.8,-0.6,0,70.4,52,37,0.017,0.018,0.5,0.003
3,6.6,9.8,-0.6,0,70.4,54,38,0.015,0.013,0.7,0.004
3,6.6,9.8,-0.6,0,70.4,46,39,0.014,0.019,0.6,0.004
3,6.6,9.8,-0.6,0,70.4,55,39,0.016,0.02,0.5,0.004
3,6.6,9.8,-0.6,0,70.4,54,35,0.005,0.016,0.6,0.005
3,6.6,9.8,-0.6,0,70.4,56,40,0.014,0.017,0.6,0.005
3,6.6,9.8,-0.6,0,70.4,50,30,0.012,0.019,0.6,0.004
3,6.6,9.8,-0.6,0,70.4,52,43,0.019,0.02,0.5,0.003
3,6.6,9.8,-0.6,0,70.4,49,38,0.016,0.023,0.6,0.004
3,6.6,9.8,-0.6,0,70.4,50,36,0.018,0.018,0.4,0.003
3,6.6,9.8,-0.6,0,70.4,62,33,0.021,0.018,0.6,0.005
1.8,5,5.4,-0.9,0,66.3,73,56,0.008,0.029,0.8,0.005
1.8,5,5.4,-0.9,0,66.3,68,54,0.009,0.028,0.6,0.004
1.8,5,5.4,-0.9,0,66.3,62,53,0.011,0.031,0.8,0.005
1.8,5,5.4,-0.9,0,66.3,59,57,0.008,0.027,0.7,0.004
1.8,5,5.4,-0.9,0,66.3,69,45,0.007,0.028,0.8,0.004
1.8,5,5.4,-0.9,0,66.3,70,53,0.003,0.02,0.6,0.005
1.8,5,5.4,-0.9,0,66.3,65,55,0.01,0.029,0.6,0.003
1.8,5,5.4,-0.9,0,66.3,66,52,0.011,0.029,0.6,0.003
1.8,5,5.4,-0.9,0,66.3,71,55,0.009,0.019,0.9,0.004
1.8,5,5.4,-0.9,0,66.3,76,46,0.013,0.023,0.7,0.005
1.8,5,5.4,-0.9,0,66.3,64,58,0.013,0.025,0.7,0.004
1.5,3,4,1.7,0,73.9,53,43,0.005,0.04,0.8,0.003
1.5,3,4,1.7,0,73.9,56,46,0.005,0.039,0.9,0.003
1.5,3,4,1.7,0,73.9,50,45,0.005,0.031,0.9,0.004
1.5,3,4,1.7,0,73.9,62,36,0.009,0.03,0.8,0.005
1.5,3,4,1.7,0,73.9,49,43,0.01,0.028,0.7,0.003
1.5,3,4,1.7,0,73.9,54,38,0.007,0.027,0.7,0.005
1.5,3,4,1.7,0,73.9,60,38,0.003,0.035,1,0.005
1.5,3,4,1.7,0,73.9,58,44,0.005,0.035,0.7,0.004
1.5,3,4,1.7,0,73.9,63,48,0.004,0.037,1,0.005
1.5,3,4,1.7,0,73.9,51,45,0.006,0.043,1,0.004
1.5,3,4,1.7,0,73.9,61,46,0.006,0.022,1,0.004
1.4,4.3,5.7,3.8,0,76.5,58,44,0.004,0.052,1.2,0.004
1.4,4.3,5.7,3.8,0,76.5,42,29,0.005,0.039,0.7,0.004
1.4,4.3,5.7,3.8,0,76.5,48,33,0.003,0.044,1,0.005
1.4,4.3,5.7,3.8,0,76.5,39,30,0.006,0.039,0.7,0.004
1.4,4.3,5.7,3.8,0,76.5,64,36,0.003,0.04,1.1,0.005
1.4,4.3,5.7,3.8,0,76.5,63,42,0.005,0.028,1.3,0.004
1.4,4.3,5.7,3.8,0,76.5,54,34,0.006,0.03,0.9,0.005
1.4,4.3,5.7,3.8,0,76.5,65,33,0.006,0.036,0.9,0.005
1.4,4.3,5.7,3.8,0,76.5,39,33,0.003,0.036,0.9,0.004
1.4,4.3,5.7,3.8,0,76.5,45,32,0.005,0.045,0.9,0.004
1.4,4.3,5.7,3.8,0,76.5,45,33,0.003,0.049,0.9,0.004
2.4,7,8.2,0,0,58.6,47,23,0.023,0.018,0.5,0.005
2.4,7,8.2,0,0,58.6,42,23,0.012,0.022,0.6,0.004
2.4,7,8.2,0,0,58.6,38,30,0.017,0.024,0.6,0.005
2.4,7,8.2,0,0,58.6,44,29,0.017,0.017,0.6,0.005
2.4,7,8.2,0,0,58.6,39,27,0.021,0.018,0.4,0.004
2.4,7,8.2,0,0,58.6,46,29,0.004,0.019,0.6,0.006
2.4,7,8.2,0,0,58.6,41,30,0.022,0.02,0.5,0.004
2.4,7,8.2,0,0,58.6,41,27,0.016,0.015,0.7,0.004
2.4,7,8.2,0,0,58.6,36,27,0.016,0.02,0.5,0.004
2.4,7,8.2,0,0,58.6,40,27,0.02,0.019,0.5,0.004
2.4,7,8.2,0,0,58.6,43,28,0.018,0.021,0.4,0.004
1.7,4.9,7.1,-2.4,0,48.7,45,23,0.006,0.036,0.7,0.005
1.7,4.9,7.1,-2.4,0,48.7,46,23,0.009,0.023,0.7,0.005
1.7,4.9,7.1,-2.4,0,48.7,41,30,0.007,0.046,0.8,0.005
1.7,4.9,7.1,-2.4,0,48.7,49,23,0.01,0.029,0.7,0.006
1.7,4.9,7.1,-2.4,0,48.7,47,25,0.008,0.036,0.7,0.005
1.7,4.9,7.1,-2.4,0,48.7,45,24,0.008,0.029,0.6,0.006
1.7,4.9,7.1,-2.4,0,48.7,44,29,0.012,0.036,0.6,0.005
1.7,4.9,7.1,-2.4,0,48.7,39,28,0.006,0.035,0.6,0.004
1.7,4.9,7.1,-2.4,0,48.7,46,28,0.007,0.042,0.5,0.004
1.7,4.9,7.1,-2.4,0,48.7,45,25,0.008,0.038,0.5,0.005
1.7,4.9,7.1,-2.4,0,48.7,41,26,0.009,0.038,0.6,0.004
2.1,6.1,8.4,-2.6,0,53.5,34,14,0.01,0.026,0.5,0.004
2.1,6.1,8.4,-2.6,0,53.5,31,20,0.011,0.032,0.6,0.004
2.1,6.1,8.4,-2.6,0,53.5,37,17,0.01,0.02,0.7,0.004
2.1,6.1,8.4,-2.6,0,53.5,38,17,0.013,0.025,0.6,0.005
2.1,6.1,8.4,-2.6,0,53.5,37,18,0.012,0.023,0.5,0.006
2.1,6.1,8.4,-2.6,0,53.5,35,16,0.015,0.029,0.5,0.005
2.1,6.1,8.4,-2.6,0,53.5,34,16,0.016,0.025,0.4,0.003
2.1,6.1,8.4,-2.6,0,53.5,33,15,0.014,0.026,0.5,0.003
2.1,6.1,8.4,-2.6,0,53.5,39,13,0.017,0.022,0.6,0.005
2.1,6.1,8.4,-2.6,0,53.5,31,17,0.012,0.026,0.5,0.004
2.1,6.1,8.4,-2.6,0,53.5,37,17,0.013,0.028,0.4,0.004
1.4,3.8,4.7,-2.6,0,51.1,41,26,0.005,0.051,0.9,0.004
1.4,3.8,4.7,-2.6,0,51.1,38,21,0.009,0.032,0.6,0.006
1.4,3.8,4.7,-2.6,0,51.1,46,26,0.005,0.044,0.9,0.006
1.4,3.8,4.7,-2.6,0,51.1,40,23,0.007,0.027,0.9,0.005
1.4,3.8,4.7,-2.6,0,51.1,46,20,0.008,0.034,0.8,0.006
1.4,3.8,4.7,-2.6,0,51.1,38,28,0.006,0.049,0.9,0.005
1.4,3.8,4.7,-2.6,0,51.1,40,21,0.004,0.04,0.8,0.005
1.4,3.8,4.7,-2.6,0,51.1,44,25,0.006,0.044,0.6,0.005
1.4,3.8,4.7,-2.6,0,51.1,42,25,0.005,0.05,0.7,0.004
1.4,3.8,4.7,-2.6,0,51.1,36,26,0.004,0.036,0.8,0.004
1.4,3.8,4.7,-2.6,0,51.1,43,28,0.009,0.04,0.7,0.007
1.2,2.6,3.3,1.4,0,66.6,56,36,0.004,0.036,1.3,0.005
1.2,2.6,3.3,1.4,0,66.6,57,46,0.005,0.047,0.8,0.005
1.2,2.6,3.3,1.4,0,66.6,61,37,0.002,0.053,1.2,0.006
1.2,2.6,3.3,1.4,0,66.6,61,48,0.003,0.061,1.1,0.005
1.2,2.6,3.3,1.4,0,66.6,51,33,0.003333333,0.038,0.8,0.007
1.2,2.6,3.3,1.4,0,66.6,57,49,0.003,0.042,1.1,0.006
1.2,2.6,3.3,1.4,0,66.6,59,37,0.003,0.054,0.9,0.005
1.2,2.6,3.3,1.4,0,66.6,64,41,0.003,0.052,1.1,0.006
1.2,2.6,3.3,1.4,0,66.6,56,47,0.003,0.062,1.2,0.005
1.2,2.6,3.3,1.4,0,66.6,63,48,0.002,0.064,1.1,0.006
1.2,2.6,3.3,1.4,0,66.6,64,34,0.005,0.042,0.8,0.006
1.2,2.7,3.7,3.5,0,77.3,70,53,0.006,0.03,1.2,0.004
1.2,2.7,3.7,3.5,0,77.3,87,62,0.003,0.046,1,0.006
1.2,2.7,3.7,3.5,0,77.3,81,64,0.003,0.057,1,0.005
1.2,2.7,3.7,3.5,0,77.3,82,67,0.003,0.054,1,0.004
1.2,2.7,3.7,3.5,0,77.3,77,53,0.003,0.045,0.8,0.005
1.2,2.7,3.7,3.5,0,77.3,91,50,0.008,0.039,0.8,0.005
1.2,2.7,3.7,3.5,0,77.3,70,46,0.005,0.042,0.7,0.006
1.2,2.7,3.7,3.5,0,77.3,77,73,0.003,0.039,1.1,0.005
1.2,2.7,3.7,3.5,0,77.3,80,71,0.005,0.045,0.8,0.004
1.2,2.7,3.7,3.5,0,77.3,80,51,0.004,0.046,1.1,0.005
1.2,2.7,3.7,3.5,0,77.3,76,68,0.004,0.055,1.2,0.005
1.6,5.5,8,6.2,0,78.1,103,91,0.015,0.046,1.1,0.005
1.6,5.5,8,6.2,0,78.1,105,97,0.013,0.036,1,0.006
1.6,5.5,8,6.2,0,78.1,108,82,0.017,0.045,0.9,0.006
1.6,5.5,8,6.2,0,78.1,128,89,0.012,0.039,1,0.006
1.6,5.5,8,6.2,0,78.1,107,63,0.011,0.039,0.9,0.005
1.6,5.5,8,6.2,0,78.1,112,80,0.014,0.038,0.7,0.005
1.6,5.5,8,6.2,0,78.1,112,87,0.016,0.046,1,0.005
1.6,5.5,8,6.2,0,78.1,107,75,0.014,0.027,1,0.004
1.6,5.5,8,6.2,0,78.1,111,95,0.019,0.045,0.9,0.005
1.6,5.5,8,6.2,0,78.1,110,79,0.021,0.038,0.7,0.007
1.6,5.5,8,6.2,0,78.1,126,64,0.02,0.033,0.7,0.006
1.6,5.7,7.1,3.6,0,66.5,92,63,0.01,0.044,0.9,0.006
1.6,5.7,7.1,3.6,0,66.5,74,47,0.016,0.043,0.4,0.005
1.6,5.7,7.1,3.6,0,66.5,65,54,0.013,0.036,0.8,0.005
1.6,5.7,7.1,3.6,0,66.5,90,40,0.016,0.033,0.7,0.006
1.6,5.7,7.1,3.6,0,66.5,73,38,0.008,0.041,0.8,0.005
1.6,5.7,7.1,3.6,0,66.5,73,50,0.013,0.049,0.7,0.005
1.6,5.7,7.1,3.6,0,66.5,66,55,0.012,0.048,0.9,0.005
1.6,5.7,7.1,3.6,0,66.5,82,52,0.011,0.046,0.5,0.005
1.6,5.7,7.1,3.6,0,66.5,65,42,0.012,0.026,0.8,0.004
1.6,5.7,7.1,3.6,0,66.5,73,52,0.014,0.047,0.8,0.005
1.6,5.7,7.1,3.6,0,66.5,86,67,0.016,0.048,0.9,0.005
1.4,5.5,6.9,5.2,0,61.5,61,32,0.013,0.04,0.8,0.006
1.4,5.5,6.9,5.2,0,61.5,49,39,0.007,0.044,0.9,0.006
1.4,5.5,6.9,5.2,0,61.5,55,33,0.007,0.052,1,0.006
1.4,5.5,6.9,5.2,0,61.5,51,34,0.009,0.057,0.9,0.005
1.4,5.5,6.9,5.2,0,61.5,49,30,0.007,0.036,0.6,0.005
1.4,5.5,6.9,5.2,0,61.5,54,40,0.008,0.055,0.9,0.006
1.4,5.5,6.9,5.2,0,61.5,57,35,0.006,0.057,0.6,0.005
1.4,5.5,6.9,5.2,0,61.5,57,34,0.008,0.033,1,0.004
1.4,5.5,6.9,5.2,0,61.5,51,35,0.009,0.058,1,0.005
1.4,5.5,6.9,5.2,0,61.5,58,32,0.006,0.05,1,0.006
1.4,5.5,6.9,5.2,0,61.5,49,40,0.009,0.058,1,0.005
2.3,5.9,8.8,5,0,58.4,39,23,0.014,0.033,0.5,0.004
2.3,5.9,8.8,5,0,58.4,39,20,0.006,0.039,0.8,0.005
2.3,5.9,8.8,5,0,58.4,32,20,0.009,0.014,0.6,0.004
2.3,5.9,8.8,5,0,58.4,29,23,0.013,0.03,0.6,0.004
2.3,5.9,8.8,5,0,58.4,32,24,0.011,0.042,0.8,0.004
2.3,5.9,8.8,5,0,58.4,35,23,0.008,0.045,0.6,0.004
2.3,5.9,8.8,5,0,58.4,35,22,0.011,0.041,0.6,0.004
2.3,5.9,8.8,5,0,58.4,43,24,0.007,0.04,0.8,0.005
2.3,5.9,8.8,5,0,58.4,33,22,0.017,0.033,0.6,0.004
2.3,5.9,8.8,5,0,58.4,36,22,0.01,0.025,0.7,0.004
2.3,5.9,8.8,5,0,58.4,27,17,0.021,0.026,0.6,0.005
1.6,4.3,5.4,6.8,0,60.3,18,14,0.012,0.04,0.5,0.003
1.6,4.3,5.4,6.8,0,60.3,21,13,0.019,0.027,0.6,0.005
1.6,4.3,5.4,6.8,0,60.3,20,11,0.013,0.04,0.5,0.004
1.6,4.3,5.4,6.8,0,60.3,20,10,0.018,0.034,0.5,0.004
1.6,4.3,5.4,6.8,0,60.3,24,17,0.013,0.039,0.6,0.004
1.6,4.3,5.4,6.8,0,60.3,23,13,0.013,0.037,0.4,0.004
1.6,4.3,5.4,6.8,0,60.3,18,10,0.01,0.021,0.4,0.003
1.6,4.3,5.4,6.8,0,60.3,18,15,0.014,0.029,0.5,0.004
1.6,4.3,5.4,6.8,0,60.3,22,14,0.01,0.036,0.6,0.005
1.6,4.3,5.4,6.8,0,60.3,22,11,0.008,0.035,0.6,0.004
1.6,4.3,5.4,6.8,0,60.3,23,15,0.012,0.025,0.8,0.004
1.4,3.2,4,5.5,0,68.5,59,35,0.004,0.052,0.6,0.005
1.4,3.2,4,5.5,0,68.5,60,41,0.003,0.049,1,0.006
1.4,3.2,4,5.5,0,68.5,49,27,0.009,0.038,0.7,0.005
1.4,3.2,4,5.5,0,68.5,58,35,0.004,0.05,1,0.005
1.4,3.2,4,5.5,0,68.5,54,42,0.006,0.049,0.8,0.004
1.4,3.2,4,5.5,0,68.5,51,36,0.006,0.034,1.2,0.005
1.4,3.2,4,5.5,0,68.5,55,41,0.004,0.057,0.9,0.005
1.4,3.2,4,5.5,0,68.5,52,45,0.004,0.042,0.8,0.005
1.4,3.2,4,5.5,0,68.5,38,26,0.006,0.033,0.6,0.003
1.4,3.2,4,5.5,0,68.5,52,41,0.004,0.056,0.8,0.004
1.4,3.2,4,5.5,0,68.5,58,43,0.005,0.055,1,0.004
2,5.8,7.2,7.5,0,65.1,30,22,0.016,0.035,0.6,0.004
2,5.8,7.2,7.5,0,65.1,31,20,0.01,0.026,0.6,0.004
2,5.8,7.2,7.5,0,65.1,34,26,0.016,0.034,0.6,0.003
2,5.8,7.2,7.5,0,65.1,26,18,0.027,0.022,0.5,0.005
2,5.8,7.2,7.5,0,65.1,30,23,0.014,0.036,0.5,0.003
2,5.8,7.2,7.5,0,65.1,29,21,0.014,0.022,0.8,0.004
2,5.8,7.2,7.5,0,65.1,29,26,0.012,0.033,0.5,0.004
2,5.8,7.2,7.5,0,65.1,36,24,0.011,0.032,0.7,0.005
2,5.8,7.2,7.5,0,65.1,32,20,0.012,0.034,0.4,0.004
2,5.8,7.2,7.5,0,65.1,31,19,0.009,0.034,0.6,0.005
2,5.8,7.2,7.5,0,65.1,26,17,0.024,0.026,0.5,0.004
2.6,7,9.6,3.6,0,61.4,59,41,0.018,0.024,0.7,0.006
2.6,7,9.6,3.6,0,61.4,64,48,0.016,0.016,0.7,0.004
2.6,7,9.6,3.6,0,61.4,63,47,0.024,0.023,0.5,0.005
2.6,7,9.6,3.6,0,61.4,56,46,0.028,0.022,0.6,0.005
2.6,7,9.6,3.6,0,61.4,58,50,0.032,0.022,0.7,0.005
2.6,7,9.6,3.6,0,61.4,65,47,0.03,0.019,0.7,0.006
2.6,7,9.6,3.6,0,61.4,64,47,0.021,0.018,0.7,0.005
2.6,7,9.6,3.6,0,61.4,55,46,0.028,0.021,0.6,0.005
2.6,7,9.6,3.6,0,61.4,53,45,0.023,0.023,0.6,0.005
2.6,7,9.6,3.6,0,61.4,61,49,0.023,0.018,0.9,0.004
2.6,7,9.6,3.6,0,61.4,64,52,0.026,0.024,0.7,0.005
2.5,7,10.5,-1.4,0,47.7,33,16,0.028,0.019,0.4,0.004
2.5,7,10.5,-1.4,0,47.7,29,16,0.023,0.022,0.4,0.004
2.5,7,10.5,-1.4,0,47.7,34,15,0.02,0.018,0.5,0.005
2.5,7,10.5,-1.4,0,47.7,30,16,0.023,0.02,0.3,0.003
2.5,7,10.5,-1.4,0,47.7,34,15,0.02,0.023,0.3,0.004
2.5,7,10.5,-1.4,0,47.7,31,15,0.016,0.022,0.5,0.005
2.5,7,10.5,-1.4,0,47.7,27,16,0.02,0.021,0.3,0.004
2.5,7,10.5,-1.4,0,47.7,34,16,0.019,0.018,0.7,0.004
2.5,7,10.5,-1.4,0,47.7,33,16,0.014,0.013,0.5,0.003
2.5,7,10.5,-1.4,0,47.7,32,19,0.021,0.024,0.5,0.004
2.5,7,10.5,-1.4,0,47.7,32,15,0.025,0.019,0.5,0.006
2.1,6.7,8.9,-2.5,0,38.7,27,16,0.014,0.034,0.5,0.004
2.1,6.7,8.9,-2.5,0,38.7,25,11,0.013,0.033,0.4,0.004
2.1,6.7,8.9,-2.5,0,38.7,24,11,0.015,0.028,0.6,0.005
2.1,6.7,8.9,-2.5,0,38.7,26,13,0.01,0.018,0.7,0.002
2.1,6.7,8.9,-2.5,0,38.7,25,12,0.018,0.025,0.5,0.006
2.1,6.7,8.9,-2.5,0,38.7,22,11,0.016,0.03,0.4,0.004
2.1,6.7,8.9,-2.5,0,38.7,25,10,0.019,0.03,0.5,0.005
2.1,6.7,8.9,-2.5,0,38.7,24,14,0.015,0.032,0.3,0.004
2.1,6.7,8.9,-2.5,0,38.7,23,11,0.009,0.031,0.5,0.005
2.1,6.7,8.9,-2.5,0,38.7,27,13,0.014,0.021,0.7,0.005
2.1,6.7,8.9,-2.5,0,38.7,22,13,0.013,0.029,0.4,0.004
2.2,7,10.9,-0.6,0,48.1,30,17,0.012,0.018,0.8,0.003
2.2,7,10.9,-0.6,0,48.1,31,17,0.02,0.032,0.5,0.005
2.2,7,10.9,-0.6,0,48.1,30,16,0.02,0.024,0.6,0.006
2.2,7,10.9,-0.6,0,48.1,27,15,0.018,0.029,0.4,0.004
2.2,7,10.9,-0.6,0,48.1,31,16,0.012,0.029,0.5,0.005
2.2,7,10.9,-0.6,0,48.1,32,17,0.013,0.023,0.8,0.005
2.2,7,10.9,-0.6,0,48.1,29,15,0.018,0.026,0.4,0.004
2.2,7,10.9,-0.6,0,48.1,31,15,0.015,0.029,0.6,0.005
2.2,7,10.9,-0.6,0,48.1,32,22,0.016,0.032,0.6,0.005
2.2,7,10.9,-0.6,0,48.1,28,17,0.018,0.028,0.4,0.004
2.2,7,10.9,-0.6,0,48.1,27,17,0.016,0.026,0.4,0.004
2.3,6.5,11,-4.3,0,47,29,13,0.021,0.021,0.4,0.004
2.3,6.5,11,-4.3,0,47,31,16,0.022,0.022,0.5,0.004
2.3,6.5,11,-4.3,0,47,28,12,0.024,0.019,0.3,0.003
2.3,6.5,11,-4.3,0,47,33,13,0.026,0.017,0.5,0.006
2.3,6.5,11,-4.3,0,47,32,13,0.014,0.011,0.7,0.002
2.3,6.5,11,-4.3,0,47,29,11,0.015,0.021,0.4,0.004
2.3,6.5,11,-4.3,0,47,25,13,0.019,0.021,0.3,0.004
2.3,6.5,11,-4.3,0,47,31,12,0.019,0.019,0.5,0.004
2.3,6.5,11,-4.3,0,47,28,11,0.026,0.02,0.4,0.004
2.3,6.5,11,-4.3,0,47,32,14,0.017,0.018,0.6,0.005
2.3,6.5,11,-4.3,0,47,28,13,0.024,0.018,0.3,0.003
2.6,6.4,9.4,-6.7,0,36.4,44,12,0.025,0.011,0.3,0.003
2.6,6.4,9.4,-6.7,0,36.4,43,9,0.029,0.013,0.4,0.004
2.6,6.4,9.4,-6.7,0,36.4,36,9,0.025,0.012,0.3,0.003
2.6,6.4,9.4,-6.7,0,36.4,38,10,0.017,0.016,0.4,0.004
2.6,6.4,9.4,-6.7,0,36.4,48,13,0.019,0.014,0.5,0.005
2.6,6.4,9.4,-6.7,0,36.4,35,12,0.021,0.014,0.3,0.003
2.6,6.4,9.4,-6.7,0,36.4,48,13,0.014,0.007,0.9,0.002
2.6,6.4,9.4,-6.7,0,36.4,42,15,0.023,0.016,0.4,0.004
2.6,6.4,9.4,-6.7,0,36.4,51,11,0.026,0.015,0.5,0.006
2.6,6.4,9.4,-6.7,0,36.4,48,12,0.026,0.012,0.4,0.004
2.6,6.4,9.4,-6.7,0,36.4,46,11,0.025,0.011,0.5,0.004
1.6,3.8,5.2,-4.9,0,36.8,28,13,0.016,0.023,0.6,0.004
1.6,3.8,5.2,-4.9,0,36.8,29,15,0.014,0.018,0.6,0.005
1.6,3.8,5.2,-4.9,0,36.8,26,14,0.018,0.022,0.3,0.003
1.6,3.8,5.2,-4.9,0,36.8,29,14,0.019,0.021,0.6,0.005
1.6,3.8,5.2,-4.9,0,36.8,30,18,0.017,0.023,0.5,0.004
1.6,3.8,5.2,-4.9,0,36.8,24,12,0.018,0.021,0.4,0.003
1.6,3.8,5.2,-4.9,0,36.8,28,15,0.01,0.012,1,0.002
1.6,3.8,5.2,-4.9,0,36.8,26,12,0.021,0.023,0.5,0.004
1.6,3.8,5.2,-4.9,0,36.8,29,13,0.015,0.024,0.4,0.004
1.6,3.8,5.2,-4.9,0,36.8,25,12,0.011,0.023,0.5,0.004
1.6,3.8,5.2,-4.9,0,36.8,23,13,0.014,0.021,0.3,0.003
1.1,3.2,4.1,-2.5,0,41.7,43,23,0.003,0.042,0.8,0.005
1.1,3.2,4.1,-2.5,0,41.7,42,22,0.005,0.033,1.1,0.003
1.1,3.2,4.1,-2.5,0,41.7,44,26,0.005,0.048,0.6,0.004
1.1,3.2,4.1,-2.5,0,41.7,42,26,0.007,0.045,0.7,0.004
1.1,3.2,4.1,-2.5,0,41.7,45,28,0.01,0.042,0.8,0.005
1.1,3.2,4.1,-2.5,0,41.7,48,24,0.008,0.04,0.6,0.004
1.1,3.2,4.1,-2.5,0,41.7,36,23,0.007,0.034,0.6,0.004
1.1,3.2,4.1,-2.5,0,41.7,50,24,0.007,0.042,0.8,0.005
1.1,3.2,4.1,-2.5,0,41.7,47,23,0.008,0.033,0.8,0.006
1.1,3.2,4.1,-2.5,0,41.7,45,27,0.005,0.048,0.8,0.004
1.1,3.2,4.1,-2.5,0,41.7,47,26,0.007,0.028,0.9,0.005
1.3,4,4.9,-1.1,0,47,69,53,0.003,0.07,1.2,0.006
1.3,4,4.9,-1.1,0,47,64,52,0.003,0.067,1.2,0.006
1.3,4,4.9,-1.1,0,47,69,42,0.004,0.057,0.9,0.005
1.3,4,4.9,-1.1,0,47,59,43,0.003,0.049,1.1,0.006
1.3,4,4.9,-1.1,0,47,68,46,0.005,0.039,1.3,0.005
1.3,4,4.9,-1.1,0,47,72,41,0.003,0.06,1.1,0.007
1.3,4,4.9,-1.1,0,47,60,36,0.004,0.054,1.1,0.007
1.3,4,4.9,-1.1,0,47,66,54,0.005,0.06,1,0.007
1.3,4,4.9,-1.1,0,47,72,51,0.002,0.069,1.1,0.006
1.3,4,4.9,-1.1,0,47,68,41,0.002,0.06,1.3,0.007
1.3,4,4.9,-1.1,0,47,72,42,0.005,0.048,0.9,0.007
1,2.8,3.6,0.7,0,65.2,87,72,0.005,0.043,1,0.006
1,2.8,3.6,0.7,0,65.2,94,77,0.005,0.056,0.9,0.007
1,2.8,3.6,0.7,0,65.2,102,94,0.005,0.07,1.3,0.007
1,2.8,3.6,0.7,0,65.2,104,67,0.008,0.038,0.8,0.006
1,2.8,3.6,0.7,0,65.2,102,67,0.003,0.051,1.1,0.007
1,2.8,3.6,0.7,0,65.2,99,74,0.005,0.034,1.3,0.005
1,2.8,3.6,0.7,0,65.2,106,71,0.006,0.055,1.2,0.007
1,2.8,3.6,0.7,0,65.2,96,85,0.004,0.056,1.1,0.006
1,2.8,3.6,0.7,0,65.2,99,69,0.007,0.044,1,0.007
1,2.8,3.6,0.7,0,65.2,98,70,0.006,0.053,1,0.006
1,2.8,3.6,0.7,0,65.2,96,81,0.007,0.056,1.1,0.006
1.5,5.2,7.1,0.3,0,60.1,91,69,0.005,0.046,1,0.006
1.5,5.2,7.1,0.3,0,60.1,97,64,0.01,0.044,0.9,0.006
1.5,5.2,7.1,0.3,0,60.1,106,92,0.007,0.059,1.1,0.006
1.5,5.2,7.1,0.3,0,60.1,96,78,0.007,0.054,1,0.006
1.5,5.2,7.1,0.3,0,60.1,105,62,0.01,0.037,0.8,0.007
1.5,5.2,7.1,0.3,0,60.1,105,71,0.007,0.051,0.9,0.005
1.5,5.2,7.1,0.3,0,60.1,96,73,0.006,0.058,0.9,0.006
1.5,5.2,7.1,0.3,0,60.1,96,58,0.005,0.047,1,0.006
1.5,5.2,7.1,0.3,0,60.1,104,75,0.007,0.034,1.1,0.005
